name,address,city,lat,lng,place_id,rating,class,type
Makeda & Mingus,153 North 78th Street,Seattle,47.6853098,-122.3556669,ChIJuaBUnSQUkFQRp4sxUdxExfo,4.4,cafe,
Sip & Ship,7511 Greenwood Avenue North,Seattle,47.6837024,-122.3555005,ChIJ16hLKyAUkFQRhAxJ0Riz-S4,4.3,cafe,
Starbucks,2137 North Northgate Way,Seattle,47.7082508,-122.3321142,ChIJnyyhnlMRkFQRcJMsV1FfBd4,4,cafe,
Beth's Cafe,7311 Aurora Avenue North,Seattle,47.6821088,-122.3447548,ChIJmcOTwj0UkFQRWvsA2xCX5Uc,4.3,cafe,
McDonald's,2147 North Northgate Way,Seattle,47.7083079,-122.3316606,ChIJwdmNnlMRkFQRETEnVu9bB3M,3.4,cafe,
The Cookie Counter,7415 Greenwood Avenue North,Seattle,47.683059,-122.3556008,ChIJryYjNDsUkFQRbNEWp8VB2D8,4.8,cafe,
Caffe Vita,7402 Greenwood Avenue North,Seattle,47.6827077,-122.3551112,ChIJGTbLOTsUkFQRqGtuHQmKlSA,4.7,cafe,
Jewel Box Cafe,321 Northeast Thornton Place,Seattle,47.7024201,-122.3245783,ChIJ90KtSf4TkFQRWDKECY23laA,4.4,cafe,
Starbucks,401 Northeast Northgate Way,Seattle,47.7044224,-122.3259561,ChIJiYmBjFURkFQRU53pUcReyq4,3.8,cafe,
Herkimer Coffee,7320 Greenwood Avenue North,Seattle,47.6824183,-122.3550397,ChIJI1hAGDsUkFQRboSqccQzWtM,4.6,cafe,
Braganza Tea,301 Northeast Northgate Way,Seattle,47.7050365,-122.325652,ChIJsXRH6lURkFQRe2XV53LpiJ4,4.7,cafe,
Auntie Anne's Pretzels,401 Northeast Northgate Way,Seattle,47.7050525,-122.325557,ChIJlZvFH1QRkFQRsHE-BMP-eIE,4,cafe,
Ebar,401 NE Northgate Way,Seattle,47.7060733,-122.3260403,ChIJqXyam1URkFQRSgrrUqg_hqU,4.8,cafe,
Ken's Market,7231 Greenwood Avenue North,Seattle,47.6817149,-122.3555359,ChIJKUQ8HDsUkFQRZc9kPFCu55M,4.5,cafe,
Nutty Squirrel Gelato - Phinney wood,7212 Greenwood Avenue North,Seattle,47.6814883,-122.3550969,ChIJJ11fGzsUkFQRJEKyDJW9N7w,4.6,cafe,
CAFE Nordstorm,401 Northeast Northgate Way,Seattle,47.7060799,-122.3254982,ChIJL-Po1lURkFQRj24slLNcWlY,,cafe,
Cafe Javasti,8410 5th Avenue Northeast,Seattle,47.69008,-122.322842,ChIJ_2kNMAkUkFQR3i8xVCzxHec,4.5,cafe,
Starbucks,1550 North 115th Street,Seattle,47.714057,-122.337051,ChIJk419NEwRkFQRVqD5_8yzezo,3.4,cafe,
Checkers Café,1550 North 115th Street,Seattle,47.7142279,-122.3367913,ChIJs0_ayk0RkFQRu8_pL579hOY,5,cafe,
Starbucks,302 Northeast Northgate Way,Seattle,47.7091397,-122.3251812,ChIJa_-UzVYRkFQR284q4n66v6E,4,cafe,
Blue Saucer Café & Coffee Shop,9127 Roosevelt Way Northeast,Seattle,47.695728,-122.31786,ChIJray_JfgTkFQRhI6_SlAlB_w,4.5,cafe,
Celine Patisserie,6801 Greenwood Avenue North #113A,Seattle,47.6788641,-122.3556384,ChIJe5QnEjoUkFQRAWdfY8qVg1w,4.9,cafe,
Greenlake Boathouse,7351 East Green Lake Drive North,Seattle,47.681453,-122.328785,ChIJA0oG1mwUkFQRS4CLnz1I0CE,4.2,cafe,
McDonald's,9000 Holman Road Northwest,Seattle,47.69507,-122.3744829,ChIJ-b3xa5sWkFQRPG3wIp3LAtY,3.5,cafe,
Cloud City Coffee,8801 Roosevelt Way Northeast,Seattle,47.6923249,-122.317981,ChIJI3ME0wkUkFQRuYZVJqVvzFo,4.6,cafe,
Turtle Coffee,9000 Holman Road Northwest,Seattle,47.69444,-122.374928,ChIJ-b3xa5sWkFQRM0YN7x-1gpw,4.7,cafe,
Starbucks,316 North 67th Street,Seattle,47.6778886,-122.3545761,ChIJR8pZ9zkUkFQR69Sfm4IKulQ,4.2,cafe,
Wild Mountain Cafe,1408 NW 85th St,Seattle,47.690862,-122.3745197,ChIJGYRT54IWkFQRBMisgvsgrAk,4.5,cafe,
Gourmet Latte,8762 Holman Road Northwest,Seattle,47.6941231,-122.3756722,ChIJSdwCqYQWkFQR1NabDGpRjMU,4.7,cafe,
Starbucks,540 Northeast Northgate Way,Seattle,47.7088016,-122.3215276,ChIJV8lgE1cRkFQRBfUd5j5UYxo,4.2,cafe,
Revolutions Coffee,7208 East Green Lake Drive North,Seattle,47.6805987,-122.3258343,ChIJLcobAG0UkFQRl2Kf7ciSZwI,4.4,cafe,
Blank Space Cafe,7214 Woodlawn Avenue Northeast,Seattle,47.6809778,-122.3247763,ChIJAQAUPG0UkFQR63A1VV8pmUs,4,cafe,
Signature Cafe,8474 15th Avenue Northwest,Seattle,47.6904566,-122.3764271,ChIJe-Dm_4IWkFQRT6P0xHKIz24,2,cafe,
Starbucks,8340 15th Avenue Northwest,Seattle,47.6899415,-122.3761934,ChIJdfM7QoIWkFQR1t1D4hx7AVg,3.2,cafe,
Home Espresso Repair,6501 Phinney Avenue North,Seattle,47.6760324,-122.3545974,ChIJn5K9ejcUkFQRUs0kMuQXVRA,4.8,cafe,
Starbucks,7100 East Green Lake Drive North,Seattle,47.680001,-122.325467,ChIJS3ez42wUkFQRheIK9YZUs1U,4.2,cafe,
Swansons Nursery,9701 15th Avenue Northwest,Seattle,47.700006,-122.378155,ChIJGzP7wpAWkFQRHHFZ25jMebw,4.7,cafe,
Kitanda - Acai and Espresso,428 Northeast 71st Street,Seattle,47.6802378,-122.323666,ChIJ065UD20UkFQRthsTl6xcnF4,4.4,cafe,
Peet's Coffee,6850 East Green Lake Way North,Seattle,47.67828,-122.327258,ChIJj4wsfWwUkFQR2I-cU3QF7yg,4.5,cafe,
Retreat,6900 East Green Lake Way North,Seattle,47.6785425,-122.3265104,ChIJk-edY2wUkFQR8LsbiKjpjhs,4.2,cafe,
The Bridge Coffee House,2134 North 122nd Street,Seattle,47.7174373,-122.3323231,ChIJ56EHSE8RkFQRijqIItvTNMs,4.7,cafe,
Relax,,Seattle,47.6785094,-122.3265047,ChIJueCZY2wUkFQRvNZrxOFKSIc,5,cafe,
ZOOM+Care,624 North 34th Street,Seattle,47.6497678,-122.3502478,ChIJc_QNJAcVkFQRFix4lZU7HG8,4.7,hospital,
Swedish Queen Anne Primary Care,2211 Queen Anne Avenue North,Seattle,47.6388166,-122.3573125,ChIJweRAeBIVkFQRYmXm-YGcLP4,5,hospital,
Swedish Physicians,2211 Queen Anne Avenue North,Seattle,47.638801,-122.357317,ChIJweRAeBIVkFQRALfhGKBUjlE,3.9,hospital,
ZOOM+Care,Queen Anne Avenue North,Seattle,47.6363632,-122.3573163,ChIJg-UbHxMVkFQRRWA3nJ0s8Uw,4.5,hospital,
Psychiatric Medicine Associates,1505 Westlake Avenue North,Seattle,47.6323485,-122.3414532,ChIJtYa7gz0VkFQRZperXvIWxp4,3.6,hospital,
Ballard Plaza Pharmacy,1801 NW Market St #104,Seattle,47.668008,-122.380105,ChIJs_kBlsgVkFQRZBxlSCEnQN0,4,pharmacy,
Walgreens Pharmacy,5409 15th Avenue Northwest,Seattle,47.6682305,-122.3768538,ChIJy0PaqskVkFQRYSBPGcHrszU,3.8,pharmacy,
Safeway Pharmacy,1423 Northwest Market Street,Seattle,47.6682776,-122.3742132,ChIJzScxmskVkFQRdqX10WuRuYk,5,pharmacy,
Fred Meyer Pharmacy,915 Northwest 45th Street,Seattle,47.6600467,-122.3684394,ChIJXSTtXrAVkFQRzbocxCLLl98,3.2,pharmacy,
Walgreens Pharmacy,4468 Stone Way North,Seattle,47.661173,-122.3417847,ChIJEwUzR1EUkFQRurvVeNyQLoM,4,pharmacy,
CVS Pharmacy,2438 32nd Avenue West,Seattle,47.6408171,-122.3979533,ChIJvzaIGYEVkFQRZV8byFOKy2U,4,pharmacy,
Pharmaca Integrative Pharmacy,1815 North 45th Street,Seattle,47.6611781,-122.3358459,ChIJmSqiRFcUkFQRvpxmje61NKA,4.5,pharmacy,
Bartell Drugs Wallingford,1820 North 45th Street,Seattle,47.6615184,-122.335352,ChIJE1APWVcUkFQRcQX3cadfBeM,4,pharmacy,
Bartell Drugs Magnolia,2222 32nd Avenue West,Seattle,47.6387975,-122.3975537,ChIJdcrDP4AVkFQRNllnPPnJDhY,4.1,pharmacy,
CVS Pharmacy,2100 North 45th Street,Seattle,47.6616666,-122.3335611,ChIJmwgM6VkUkFQRSjhnBamuoYU,5,pharmacy,
Safeway Pharmacy,2100 Queen Anne Avenue North,Seattle,47.6377254,-122.3559208,ChIJiRAw8RIVkFQRrgQH1QQfjSA,3.5,pharmacy,
Bartell Drugs Upper Queen Anne,1929 Queen Anne Avenue North,Seattle,47.6368246,-122.3572146,ChIJA5Ic8BIVkFQRm6LcqaQIxr8,4.3,pharmacy,
Pharmaca,1900 Queen Anne Avenue North,Seattle,47.6361024,-122.3567225,ChIJ1-1K_RIVkFQRuzR5OtSzTMU,4.5,pharmacy,
Monroe Junior High School,,Seattle,47.6765526,-122.3804807,ChIJ5WxwE9IVkFQRecFoU6y2wPc,,school,
Adams Elementary School,6110 28th Avenue Northwest,Seattle,47.6735182,-122.391681,ChIJt0Rq79oVkFQR52rdSBTh9bk,3.5,school,
Ballard High School,1418 Northwest 65th Street,Seattle,47.676859,-122.374338,ChIJc23QVs0VkFQRDgq1W0LH7Z0,3.1,school,
West Woodland Elementary,5601 4th Avenue Northwest,Seattle,47.6704983,-122.3620623,ChIJ061jTDQUkFQRr-ICQHK4MjM,4.3,school,
Whittier Elementary School,1320 Northwest 75th Street,Seattle,47.6837505,-122.3732327,ChIJWy9E-CsUkFQR82NebXZWQOU,4.3,school,
Lawton Elementary School,4000 27th Avenue West,Seattle,47.6567429,-122.3903984,ChIJ37try5UVkFQRU-VccTyD3H4,5,school,
Playground at Whittier Elementary,7542 14th Avenue Northwest,Seattle,47.6844337,-122.3737297,ChIJ-cMP4CsUkFQRqKsV_Q8hYoM,,school,
Verve Bowls,1764 Northwest 56th Street,Seattle,47.6696487,-122.3821062,ChIJhXB4Tc8VkFQR6sWZEESsbqE,4.7,cafe,
Cupcake Royale - Ballard,2052 Northwest Market Street,Seattle,47.6688805,-122.3843334,ChIJhQH4BMYVkFQRn_O6dPOjFLU,4.2,cafe,
Bauhaus Ballard,2001 Northwest Market Street,Seattle,47.6684562,-122.3823675,ChIJa3IkHcYVkFQRsWh6JdKskLY,4.2,cafe,
Ballard Coffee Works,2060 Northwest Market Street,Seattle,47.6688481,-122.3845315,ChIJIa1s4MUVkFQREK7lZUBOaCM,4.5,cafe,
Starbucks,2200 Northwest Market Street,Seattle,47.6688189,-122.384945,ChIJ6eCR3sUVkFQRkkuzPHj1Qe4,4.1,cafe,
His Word Found Here,5404 22nd Avenue Northwest,Seattle,47.6678322,-122.3845843,ChIJS8PWb8YVkFQRThPTUFfKGEU,4.7,cafe,
Starbucks,2237 Northwest 58th Street,Seattle,47.6703205,-122.3872189,ChIJAbtbgsUVkFQRjATyHoozihI,3.2,cafe,
Alison's Coastal Cafe and Bakery,5404 Leary Avenue Northwest,Seattle,47.66729,-122.3824589,ChIJlyKEN8YVkFQRZr1RUhkKaGs,4.6,cafe,
Caffè Umbria,5407 Ballard Avenue Northwest,Seattle,47.6676073,-122.38504,ChIJETfrY8YVkFQRNpoRbGmq6yk,4.4,cafe,
Mighty-O Donuts Ballard,1555 Northwest Market Street,Seattle,47.6684996,-122.3786116,ChIJjU2W8cgVkFQRnGTYKcnzdWA,4.5,cafe,
Miro Tea,5405 Ballard Avenue Northwest,Seattle,47.667532,-122.38503,ChIJT5j7Y8YVkFQRCeKtQH6eJSI,4.5,cafe,
Salt and Sugar Cafe and Bakery,5615 24th Avenue Northwest ste 102,Seattle,47.6699107,-122.3878177,ChIJ-cmArsUVkFQRMvrYFO6ChIc,4.6,cafe,
D'Ambrosio Gelato,5339 Ballard Avenue Northwest,Seattle,47.667195,-122.384326,ChIJpai2XcYVkFQRUtOFiD-Jqfg,4.7,cafe,
Caffe Fiore,5405 Leary Avenue Northwest,Seattle,47.6669548,-122.3826779,ChIJS6quTsYVkFQRJ6d_j-qZ4vg,4.1,cafe,
Java Bean Organic Coffee,5819 24th Avenue Northwest,Seattle,47.671528,-122.3878789,ChIJNWWTa8UVkFQR6JcV4jmM-NY,4.5,cafe,
Tripod Coffee,5401 17th Avenue Northwest,Seattle,47.6677279,-122.3790509,ChIJwa-MisgVkFQRphL396NYb6o,4.2,cafe,
Cafe Besalu,5909 24th Avenue Northwest,Seattle,47.671976,-122.3878719,ChIJsxkCQ8UVkFQR35jtPMlU-Xo,4.8,cafe,
Anchored Ship Coffee Bar,5308 Ballard Avenue Northwest,Seattle,47.6666931,-122.3833175,ChIJw0AiTsYVkFQRfPC0AeYiCJo,4.4,cafe,
The Other Coast Cafe,5315 Ballard Avenue Northwest,Seattle,47.6666863,-122.3837193,ChIJ16QpUcYVkFQRZYtdo4kqk5Q,4.4,cafe,
Biscuit & Bean,5905 15th Avenue Northwest,Seattle,47.6718123,-122.3764587,ChIJxwqDeNYVkFQRixxJ_65GX1M,4.7,cafe,
Zigogo,2442 Northwest Market Street,Seattle,47.6688724,-122.3893912,ChIJtbJ_asQVkFQRTvzT3Oma7NU,,cafe,
Starbucks,5221 15th Avenue Northwest,Seattle,47.6668893,-122.3766296,ChIJKyO5OMgVkFQRiAWWYTfE-uQ,3.9,cafe,
Starbucks,1423 Northwest Market Street,Seattle,47.6685072,-122.3747341,ChIJh5nqmckVkFQRD6QLayqYzgg,4,cafe,
Woodland Coffee,1417 Northwest 54th Street #101,Seattle,47.6677341,-122.3750668,ChIJyQwSx8kVkFQR1Utoi8oQDVU,4.4,cafe,
Mox Boarding House,5105 Leary Avenue Northwest,Seattle,47.6649348,-122.3804887,ChIJq4gnjMcVkFQRFWV3mPF7z7M,4.8,cafe,
Cafe Mox,5105 Leary Avenue Northwest,Seattle,47.6649355,-122.3804735,ChIJSSsNjMcVkFQRtV1d265XZCk,4.6,cafe,
Verve Bowls,1764 Northwest 65th Street,Seattle,47.6761791,-122.3798727,ChIJ_VnYDNIVkFQRA7WztxPHZk0,,cafe,
Royal Drummer,6420 24th Avenue Northwest,Seattle,47.6757739,-122.3872449,ChIJoxPRVtAVkFQRaAnzCQNI4is,4.6,cafe,
Firehouse Coffee,2622 Northwest Market Street,Seattle,47.6688367,-122.3914595,ChIJNzz8e8QVkFQRlnNDjddt3MU,4.1,cafe,
La Cafetiere,1959 Northwest Dock Place # 3001,Seattle,47.6641917,-122.3811391,ChIJjWEJgLgVkFQR-eAGUJ2_MEU,,cafe,
Jumpin' Jimmy's Java,6501 15th Avenue Northwest,Seattle,47.6761072,-122.3770235,ChIJTZPieM0VkFQRTCJltWvDBDM,4.2,cafe,
Top Banana,6501 15th Avenue Northwest,Seattle,47.676214,-122.377235,ChIJa3TweM0VkFQRp9-23HfBCXU,4.7,cafe,
McDonald's,5400 14th Avenue Northwest,Seattle,47.6682124,-122.373104,ChIJh8xcjckVkFQR54ZIMQ-lmPc,3.5,cafe,
Kiss Cafe,2817 Northwest Market Street,Seattle,47.6684297,-122.3936882,ChIJLdAdnsMVkFQRsVaZWhpHEfg,4.5,cafe,
Java Jahn,1428 Northwest Leary Way,Seattle,47.6638402,-122.3748578,ChIJFVdRgrcVkFQR33DLwJoLE4A,4.8,cafe,
Lockspot Cafe,3005 Northwest 54th Street,Seattle,47.6677826,-122.3958569,ChIJO942VsIVkFQRA3NXEvSjolY,3.9,cafe,
Pono Ranch Restaurant & Bar,4502 Shilshole Avenue Northwest,Seattle,47.661864,-122.3765145,ChIJ9xcnlrkVkFQRNzR1VKQXY6E,4,cafe,
Mabel,7001 24th Avenue Northwest,Seattle,47.6796443,-122.3878167,ChIJjchRu9YVkFQREr8l7ClxvMw,4.7,cafe,
Grumpy D's Coffee House,7001 15th Avenue Northwest,Seattle,47.6796696,-122.3772213,ChIJrZFaK9MVkFQRJ6dbZubAZzQ,4.5,cafe,
Caffe Keffa,7001 15th Avenue Northwest,Seattle,47.6796678,-122.3772008,ChIJ3Vwv0ywUkFQRB_q_PzSZYVY,,cafe,
Top Pot Doughnuts,1416 Northwest 46th Street,Seattle,47.6627718,-122.3738448,ChIJgamJLckVkFQRBvdSPeYZdS0,4.6,cafe,
Vikings Cafe,7016 15th Avenue Northwest #111,Seattle,47.6800269,-122.3764892,ChIJIx9n0CwUkFQRS43hb_Akan8,4.2,cafe,
The Fat Hen,1418 Northwest 70th Street,Seattle,47.6796819,-122.374475,ChIJUxQeGS0UkFQRNZoXRF6Ba7g,4.5,cafe,
Walter's,6408 32nd Avenue Northwest,Seattle,47.6755366,-122.3982016,ChIJwZdG4tsVkFQRLwObZ7jAtvU,4.7,cafe,
Ristorante Picolinos,6415 32nd Avenue Northwest,Seattle,47.6755055,-122.3985526,ChIJRbpF19EVkFQRpjpkVLuFU1A,,cafe,
Ristorante Picolinos,6415 32nd Avenue Northwest,Seattle,47.6755548,-122.3985886,ChIJN2VaWdkVkFQRXqTHA8XPvFA,4.5,cafe,
The Dray,708 Northwest 65th Street,Seattle,47.6761239,-122.3649528,ChIJX1xU6jMUkFQRJri4uN7vU6g,4.7,cafe,
Slate Coffee Bar,5413 6th Avenue Northwest,Seattle,47.668315,-122.3634149,ChIJhX_xNrUVkFQRVcPnqxhQ5u4,4.6,cafe,
Starbucks,4400 11th Avenue Northwest,Seattle,47.6604823,-122.3692801,ChIJyw7uYLAVkFQR3MBBkM1jLpI,4.2,cafe,
Tully's Coffee,915 Northwest 45th Street,Seattle,47.6602482,-122.3683681,ChIJF0wr9LAVkFQRG2Nr1qoQt-g,5,cafe,
Austin Chase Coffee Co,4001 21st Avenue West,Seattle,47.6561282,-122.3838381,ChIJu8q6kb0VkFQR4LTxDERmFCE,5,cafe,
Caffe Appassionato Coffee Roastery and Tasting Bar,4001 21st Ave W,Seattle,47.6561282,-122.3838381,ChIJu8q6kb0VkFQRDjb80IrxsTU,4.5,cafe,
Cafe Bambino,405 Northwest 65th Street,Seattle,47.6758847,-122.3622043,ChIJYwGCVDEUkFQR7efYDK9l4DU,4.6,cafe,
Discovery Espresso,3103 West Jameson Street,Seattle,47.659872,-122.398024,ChIJ3cldROsVkFQRUJV4D-vcRMA,4.3,cafe,
The Blue Heron,4001 Gilman Avenue West,Seattle,47.6559337,-122.3869513,ChIJcd9sFJYVkFQRPOOlDgW1dcQ,4.3,cafe,
Lucca Espresso,4351 8th Avenue Northwest,Seattle,47.6602172,-122.3665922,ChIJYebGsrEVkFQR0Ot6n723fW4,5,cafe,
Fishermen’s Green Market & Deli,1900 West Nickerson Street c114,Seattle,47.655526,-122.380372,ChIJCXH8E70VkFQR8wFzE2tNv3k,4.8,cafe,
Dish,4358 Leary Way Northwest,Seattle,47.6603264,-122.365737,ChIJYRX7r7EVkFQRT_D4B0oLUag,4.5,cafe,
Geo's Cuban & Creole Cafe,6301 Seaview Avenue Northwest,Seattle,47.6743627,-122.4066885,ChIJOZ37Ft4VkFQRXSj10RBXszQ,4.6,cafe,
La Copa Cafe,2410 Northwest 80th Street,Seattle,47.6869478,-122.38808,ChIJ8W56M34WkFQRS8FEMDh-520,4.9,cafe,
Seattle Cancer Care Alliance,825 Eastlake Avenue East,Seattle,47.626721,-122.329657,ChIJpdvcrzoVkFQRxOKA5KBrPYU,4.6,hospital,
UWMC,1959 Northeast Pacific Street,Seattle,47.6501993,-122.3086365,ChIJAXMSQOwUkFQR-9ogUZ5H8x4,5,hospital,
University of Washington Medical Center Obstetrics/Gynecology,1959 Northeast Pacific Street,Seattle,47.6492873,-122.3068507,ChIJRX_miesUkFQRm8r85WW5g8c,5,hospital,
University of Washington: Department of Pediatrics,1959 Northeast Pacific Street,Seattle,47.6493393,-122.3067647,ChIJ89uGFOwUkFQReIDliJVN-Zw,5,hospital,
UW Medical Center,1959 Northeast Pacific Street,Seattle,47.6493309,-122.3067297,ChIJEU9wSOwUkFQRxUjYrb-PTJE,4.1,hospital,
CVS Pharmacy,531 Queen Anne Avenue North,Seattle,47.6244427,-122.3570332,ChIJLcoBvEMVkFQRmvpQuRp099M,4.7,pharmacy,
Union Center Pharmacy,2324 Eastlake Avenue East # 405,Seattle,47.640548,-122.325533,ChIJm6wXM-AUkFQRY2NK-Bzq9J4,3.7,pharmacy,
SteamWorks Espresso,700 Northwest 42nd Street,Seattle,47.6580127,-122.3654554,ChIJB2jq268VkFQRdaLn3LpGFS4,4.8,cafe,
Java Jazz,3457 15th Avenue West,Seattle,47.651894,-122.3765739,ChIJuZVpFKIVkFQRU1t-Gh-3re0,4.8,cafe,
Coffee Hut,3623 Leary Way Northwest,Seattle,47.6539569,-122.3601554,ChIJYwWFw6gVkFQRQYcenTz_gdY,5,cafe,
Einstein Bros. Bagels,315 West Bertona Street,Seattle,47.6501388,-122.3616716,ChIJ46wPdqcVkFQR4QBWpnal5Ao,3.8,cafe,
Lighthouse Roasters,400 North 43rd Street,Seattle,47.6591084,-122.3541979,ChIJwd-h4qwVkFQRgqm5OODEBQw,4.7,cafe,
Cafe Con Todo,213 North 36th Street,Seattle,47.652355,-122.356046,ChIJDUz6rakVkFQRvBBw_Jv83Dg,5,cafe,
Byen Bakeri,15 Nickerson Street,Seattle,47.6493282,-122.3570149,ChIJJ7e5_AcVkFQRr_2IfnRk_Uo,4.8,cafe,
The Wick,3208 Queen Anne Avenue North,Seattle,47.6489637,-122.3575369,ChIJG__ZCAgVkFQRzrK-_VMHdsw,4.8,cafe,
Vif Wine|Coffee,4401 Fremont Avenue North,Seattle,47.6603511,-122.3503035,ChIJh0r531IUkFQREGyTeOdVu4s,4.6,cafe,
Caffe Vita Inc,4301 Fremont Avenue North,Seattle,47.6590476,-122.3501484,ChIJfeE_NlMUkFQRq2ZXhWPeGVY,4.2,cafe,
Caffe Ladro,452 N 36th St,Seattle,47.6521205,-122.3531742,ChIJY2TO7qkVkFQR-ngTKaDhowc,4.5,cafe,
Fremont Coffee Company,459 North 36th Street,Seattle,47.6517006,-122.3530884,ChIJXZ0e56kVkFQRwVQfCjfg-sM,4.5,cafe,
Zoo Java,5500 Phinney Avenue North,Seattle,47.6683926,-122.3528863,ChIJXWGfV0kUkFQR5Xv_Y9if6ik,3,cafe,
Hub Coffee,2821 Thorndyke Avenue West,Seattle,47.6454599,-122.3829647,ChIJ--JpOZwVkFQRWjTQk1U39_M,4.5,cafe,
B. Fuller's Mortar & Pestle,617 North 36th Street,Seattle,47.6513193,-122.3504998,ChIJ_bpSrQAVkFQRRUO5yDQaV18,4.9,cafe,
Espresso To Go,3512 Fremont Place North,Seattle,47.6509746,-122.3504603,ChIJF-YCTAcVkFQRLPfyQHxWtGo,4.6,cafe,
Fred Meyer,915 Northwest 45th Street,Seattle,47.6600943,-122.368277,ChIJXSTtXrAVkFQRb2hIZH2J5yM,4.2,supermarket,
Cash & Carry,1155 Northwest Ballard Way,Seattle,47.6627722,-122.3733667,ChIJNdSGaLcVkFQR9rAflgkgmw8,4.5,supermarket,
New Roots Organics,4544 Northwest Leary Way,Seattle,47.6620146,-122.3673173,ChIJJ-WxIrEVkFQRE3tIBd5sjLM,4.8,supermarket,
Kindred Hospital Seattle - First Hill,1334 Terry Avenue,Seattle,47.6118883,-122.3285764,ChIJGUt2ibVqkFQRAB3xp3UjRLw,3.6,hospital,
Endocrinology at Virginia Mason,1201 Terry Avenue,Seattle,47.6103512,-122.3279443,ChIJU2Vf-7VqkFQRNxFNCOkZep8,5,hospital,
"Jones Pavilion, Virginia Mason Medical Center, Seattle",925 Seneca Street,Seattle,47.6100079,-122.327633,ChIJfUUy_bVqkFQRn7vkpju8s08,5,hospital,
Virginia Mason Hospital: Seattle,925 Seneca Street,Seattle,47.6099071,-122.3273292,ChIJgTtB_LVqkFQRk2T_2wRKgGg,4.3,hospital,
Swedish Center for Perinatal Bonding and Support - Seattle,1101 Madison Street #500,Seattle,47.6092396,-122.3241993,ChIJ-bOmxMlqkFQRHDVKND3uDYA,5,hospital,
CVS Pharmacy,2035 4th Avenue,Seattle,47.613522,-122.3414074,ChIJL10Wh0wVkFQRz25WAHcR6Eg,5,pharmacy,
Walgreens Pharmacy,566 Denny Way,Seattle,47.6188457,-122.3455352,ChIJy7mIw0gVkFQR2tu8p8HQbQE,3.5,pharmacy,
"Lulit Essayas, RPH",WA 98109,Seattle,47.618854,-122.3455046,ChIJ-Xzcw0gVkFQRIEpNfJAmyi4,5,pharmacy,
Bartell Drugs Downtown,1628 5th Avenue,Seattle,47.6126798,-122.337083,ChIJQaN1sbRqkFQRN6UD2WyVjPw,4.1,pharmacy,
Walgreens Pharmacy,222 Pike Street,Seattle,47.6097806,-122.3382729,ChIJA33aDLNqkFQRYKSzxanIyzc,2.8,pharmacy,
Bartell Drugs 3rd and Union,1404 3rd Avenue,Seattle,47.6091539,-122.3369439,ChIJcQpovbNqkFQR99NIkxLZ2ys,3.8,pharmacy,
QFC Pharmacy,500 Mercer Street,Seattle,47.6249417,-122.3471343,ChIJZ-cPR0cVkFQRhXyWpFl_fww,4,pharmacy,
Safeway Pharmacy,516 1st Avenue West,Seattle,47.6235202,-122.3576827,ChIJxQO3o0MVkFQRX2H-gdQk9gE,5,pharmacy,
Bartell Drugs Queen Anne,600 1st Avenue North,Seattle,47.6247794,-122.3550362,ChIJ6arNY0EVkFQRhGSmFdbpPb4,3.9,pharmacy,
Bartell Drugs South Lake Union Pharmacy,1001 Mercer Street,Seattle,47.6241207,-122.336868,ChIJRTQF5jkVkFQRt3Oy7pgfcXo,4,pharmacy,
Bartell Drugs South Lake Union Store,1001 Mercer Street,Seattle,47.624242,-122.3367303,ChIJH4Z-6DkVkFQR7vRudI6wrFE,4.2,pharmacy,
Bartell Drugs Fourth & Madison Store,910 4th Avenue,Seattle,47.6060177,-122.3323943,ChIJffroI7FqkFQRqKhshGXvN9Y,4.2,pharmacy,
"Miyuki Anderson, RPH",910 4th Avenue,Seattle,47.6060177,-122.3323943,ChIJffroI7FqkFQRZnnEcfx5WTs,5,pharmacy,
Adams Elementary School,6110 28th Avenue Northwest,Seattle,47.6215818,-122.350849,ChIJ53wK1UUVkFQRvn3cNnn2kpA,,school,
marcopolotea.com,2330 1st Avenue,Seattle,47.6142115,-122.3474627,ChIJAz4a2k0VkFQRtyAXmmKFTyY,,cafe,
Starbucks,2326 1st Avenue,Seattle,47.6139959,-122.3472423,ChIJuRNFzk0VkFQRzLLY7JHEpnk,4.2,cafe,
Local 360,2234 1st Avenue,Seattle,47.613434,-122.3462019,ChIJvV_FuU0VkFQRCPtOJX1_2OY,4.1,cafe,
Bang Bang Cafe,2460 Western Avenue,Seattle,47.613959,-122.3491991,ChIJ5Y74B04VkFQRvoWKWLoETmA,4.4,cafe,
Bedlam Coffee,2231 2nd Avenue,Seattle,47.6137344,-122.34564,ChIJpwZYNUwVkFQR_Rbc2QmzP64,4.4,cafe,
Biscuit Bitch Belltown,2303 3rd Avenue,Seattle,47.6147641,-122.3452778,ChIJozoAJUwVkFQR9ZsSDbW7CwY,4.6,cafe,
Cafe Belltown,2219 2nd Avenue,Seattle,47.613514,-122.3452099,ChIJYRsZTUwVkFQRId4BnOuDa6I,4.6,cafe,
La Parisienne,2507 4th Avenue,Seattle,47.6167233,-122.3466166,ChIJMf8n3U4VkFQRN3KYYp1tlYA,4.6,cafe,
L A Espresso,2323 Elliott Avenue,Seattle,47.612224,-122.3491129,ChIJx3yMdlIVkFQR_hASt9Xcn58,,cafe,
Uptown Espresso Belltown,2504 4th Avenue,Seattle,47.616965,-122.3462729,ChIJTUxGxE4VkFQR59zWpPn6SYo,4.5,cafe,
