Mon Jul 23 16:38:19 2018    OUTFILE

         31621851 function calls (31618175 primitive calls) in 29.799 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1488    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:352(dtype)
      142    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3093(_box_item_values)
       16    0.000    0.000    0.007    0.000 {pandas._libs.lib.clean_index_list}
       88    0.000    0.000    0.007    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5821(get_reindexed_values)
      208    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geoseries.py:147(__finalize__)
      388    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1924(<lambda>)
      479    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:195(is_categorical)
       26    0.000    0.000    0.010    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5057(_consolidate)
      716    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:37(_any)
      238    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3785(<listcomp>)
      204    0.000    0.000    0.037    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:774(copy)
      204    0.000    0.000    0.012    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:2690(_getitem_column)
      283    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1629(is_extension_type)
       33    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1174(_validate_read_indexer)
       76    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:1515(moveaxis)
      132    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:962(find_common_type)
       90    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2165(take)
      197    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4752(get_values)
       48    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:436(_array2string)
      204    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:376(array_equivalent)
      304    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5101(_extend_blocks)
       88    0.000    0.000    0.013    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5553(concatenate_join_units)
      144    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\shape_base.py:63(atleast_2d)
      586    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1527(is_float_dtype)
      149    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:401(__new__)
      513    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:908(<dictcomp>)
      700    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_int64}
       48    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1486(is_monotonic_increasing)
      850    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3311(ndim)
       66    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:316(_construct_axes_from_arguments)
       16    0.000    0.000    0.046    0.003 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3619(_reindex_non_unique)
    64/16    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:965(_find_and_load)
      249    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:363(_get_axis_number)
      130    0.000    0.000    0.006    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:64(_shallow_copy)
       88    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5790(is_na)
      276    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:584(is_dtype)
      162    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1517(__contains__)
      224    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geoseries.py:26(__new__)
       24    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2441(maybe_convert_indices)
      288    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4745(internal_values)
       48    0.000    0.000    0.076    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:812(_get_with)
      172    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:433(__finalize__)
      230    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
      278    0.000    0.000    0.012    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4101(_consolidate_inplace)
      347    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3057(get_loc)
      149    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:459(construct_from_string)
       86    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:131(_simple_new)
      563    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:415(is_hashable)
       86    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:68(__new__)
       32    0.000    0.000    0.000    0.000 {pandas._libs.hashtable.ismember_object}
       46    0.000    0.000    0.002    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
       48    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:465(array2string)
       80    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:260(_shallow_copy)
      344    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4718(dtype)
       40    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     1133    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x0000000071D5EC90}
      568    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      132    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1013(<listcomp>)
      152    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
     1531    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      216    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3266(<listcomp>)
      186    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1564(is_boolean)
       70    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:123(_default_index)
      362    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:389(_get_axis)
       68    0.000    0.000    0.046    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3895(copy)
       58    0.000    0.000    0.073    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3552(reindex)
       32    0.000    0.000    0.006    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:384(isin)
       58    0.000    0.000    0.091    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:3087(drop)
      115    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:853(maybe_castable)
       84    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:48(_ensure_data)
       16    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:879(_find_spec)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:1073(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5088(<listcomp>)
      265    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:495(asanyarray)
       24    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4518(take)
       32    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_int32_int32}
      204    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:177(_init_mgr)
      134    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:910(view)
       64    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       96    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3713(astype)
      343    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:266(construct_from_string)
1086/1054    0.000    0.000    0.001    0.000 {built-in method builtins.iter}
       58    0.000    0.000    0.059    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3514(_reindex_columns)
      460    0.000    0.000    0.007    0.000 {built-in method builtins.all}
       80    0.000    0.000    0.008    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:66(_get_geometry)
      106    0.000    0.000    0.018    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\util\_decorators.py:136(wrapper)
       38    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4339(insert)
       16    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
      947    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4684(_block)
      149    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:972(get_dimension)
      824    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3384(_get_items)
      292    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       32    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:515(_concat_index_asobject)
       52    0.000    0.000    0.047    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:448(copy)
      160    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\multipolygon.py:32(__init__)
       48    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:367(_get_format_function)
      372    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:907(is_unsigned_integer_dtype)
       79    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5891(_preprocess_slice_or_indexer)
      344    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:412(dtype)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:292(get_coordinate_pointers)
        4    0.000    0.000   29.641    7.410 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\geocode_base_class.py:51(geocode_point)
       22    0.000    0.000    0.010    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2780(_take)
      256    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:636(_extendLine)
       88    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5428(is_uniform_join_units)
     1497    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       16    0.000    0.000    4.876    0.305 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:96(__init__)
      166    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      145    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3351(_is_single_block)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:26(get_dtype_kinds)
       90    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1318(_set_names)
      206    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       58    0.000    0.000    0.060    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3489(_reindex_axes)
      288    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:465(_values)
       62    0.000    0.000    0.006    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:893(tolist)
     1794    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       16    0.000    0.000    0.035    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:1500(_left_join_on_index)
      146    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:2862(__exit__)
       87    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3315(set_axis)
       38    0.000    0.000    0.013    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2714(__delitem__)
     1050    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      487    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3490(<genexpr>)
       16    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3703(join)
      287    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:119(is_iterator)
       16    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1247(find_spec)
      401    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:391(_set_subtyp)
       42    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5127(_vstack)
      262    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:32(isna)
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:67(_make_options_dict)
      136    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:508(_get_ids)
      213    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       46    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:385(delete)
      152    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:146(ones)
      176    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5440(<genexpr>)
      349    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
      142    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2495(_set_as_cached)
       48    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:419(wrapper)
      136    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\frozen.py:38(__getitem__)
      136    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\prepared.py:67(intersects)
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:314(_get_formatdict)
      206    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
       83    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4432(f)
       32    0.000    0.000    0.089    0.003 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:417(merge)
      276    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:444(is_period_dtype)
      168    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5663(combine_concat_plans)
       32    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:798(_get_merge_keys)
      456    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:697(get_values)
      128    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      212    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:601(is_)
       32    0.000    0.000    0.088    0.003 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:6379(merge)
      146    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:2857(__enter__)
       32    0.000    0.000    0.088    0.003 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:51(merge)
      146    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:2853(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\prepared.py:25(__init__)
      272    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:692(<genexpr>)
       34    0.000    0.000    0.007    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4858(_ensure_index_from_sequences)
      333    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:395(_apply_if_callable)
       18    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1327(_get_label_or_level_values)
       96    0.000    0.000    0.007    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:573(astype)
      244    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\missing.py:596(clean_reindex_fill_method)
       87    0.000    0.000    0.010    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:644(_set_axis)
      549    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       16    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2818(_vectorize_call)
      128    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1446(is_numeric_dtype)
      584    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
    64/16    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:938(_find_and_load_unlocked)
       50    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:179(_convert_scalar_indexer)
       58    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4329(delete)
       16    0.000    0.000    0.000    0.000 {pandas._libs.join.left_join_indexer_int64}
       48    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:1420(array_str)
      180    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:58(__iter__)
       16    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       18    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:461(_init_ndarray)
      142    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:105(_get_sliced_frame_result_type)
       38    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:922(_coerce_scalar_to_index)
       16    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2757(_get_ufunc_and_otypes)
       92    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.infer_datetimelike_array}
       16    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:3507(_take)
      361    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3776(is_consolidated)
      760    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:948(<listcomp>)
       85    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4419(_protect_consolidate)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\coords.py:69(__getitem__)
       38    0.000    0.000    0.021    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3203(insert)
       58    0.000    0.000    0.091    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3576(drop)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(_get_module_lock)
       96    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:315(equals)
      116    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:3670(<genexpr>)
      142    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:372(iget)
       22    0.000    0.000    0.013    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:2707(_getitem_array)
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:3707(_needs_reindex_multi)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:916(_maybe_coerce_merge_keys)
       38    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:4075(_maybe_casted_values)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:988(set_storage)
      178    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:437(_info_axis)
      349    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\_methods.py:40(_all)
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\util\_validators.py:230(validate_axis_style_args)
      256    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:166(_consolidate_key)
       93    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      240    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1950(inferred_type)
      230    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       88    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       84    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.bincount}
      117    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2574(_clear_item_cache)
      113    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1232(construct_1d_ndarray_preserving_na)
      419    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:648(dtype)
      136    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3915(<lambda>)
    37/35    0.000    0.000    0.075    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1463(__getitem__)
      197    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:476(get_values)
      220    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:890(_coerce_to_ndarray)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:669(_maybe_add_join_keys)
       88    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5779(dtype)
      168    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2100(append)
       58    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:326(_index_labels_to_array)
      240    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:1081(__call__)
       54    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1633(_convert_scalar_indexer)
        2    0.000    0.000    0.015    0.008 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\geocoder.py:63(_format_output)
       32    0.000    0.000    0.039    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:758(_get_join_info)
      100    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:393(_get_block_manager_axis)
       10    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:449(_factorize_array)
       62    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:647(is_datetimelike)
      302    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
      176    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5452(<genexpr>)
       18    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
